,yummy,convenient,spicy,fattening,greasy,fast,cheap,tasty,expensive,healthy,disgusting,Like,Visits/year,Gender,Age,cluster
787,1,1,0,1,0,1,0,1,1,0,0,0,4,Female,63,1
788,0,0,0,1,1,1,1,0,0,0,1,-4,0,Female,64,0
789,1,1,0,1,1,1,0,0,1,0,1,3,4,Female,34,1
790,0,1,0,1,1,1,0,0,1,0,1,-2,48,Male,30,0
791,1,1,0,1,1,1,1,1,0,0,0,2,1,Female,37,1
792,1,1,0,1,0,1,0,1,1,1,0,4,12,Male,48,1
793,1,1,0,1,1,1,1,1,0,1,0,3,12,Female,32,1
794,0,1,0,1,1,1,0,1,0,0,0,-1,1,Female,24,0
795,1,1,1,0,0,1,1,1,0,1,0,4,4,Male,65,1
796,0,1,0,1,1,1,1,0,0,0,0,-3,4,Male,64,0
797,0,1,0,0,0,1,0,0,0,0,0,0,4,Male,64,1
798,1,1,0,1,0,1,1,1,0,1,0,2,12,Male,50,1
799,1,1,0,1,0,1,0,1,1,0,0,2,12,Male,55,1
800,0,1,1,1,1,1,1,0,0,0,0,-2,1,Male,70,0
801,0,0,0,1,1,0,1,0,0,0,1,-2,0,Female,35,0
802,0,0,0,0,0,0,0,0,0,0,0,-5,0,Male,24,0
803,0,1,0,1,1,1,0,0,1,0,1,-5,1,Male,18,0
804,1,1,0,1,1,1,1,1,0,0,0,4,12,Female,30,1
805,0,1,0,1,1,1,0,0,0,0,1,-3,1,Male,59,0
806,1,1,0,1,0,1,0,1,1,0,0,3,12,Male,64,1
807,0,1,1,1,1,1,1,1,0,0,0,-3,1,Male,62,0
808,0,1,0,1,0,0,0,0,1,0,0,-3,1,Female,63,0
809,1,1,0,1,1,0,0,1,0,0,0,3,48,Male,36,1
810,0,1,0,1,1,0,0,0,1,0,0,0,4,Male,32,1
811,1,0,0,0,1,1,0,1,1,0,0,5,48,Female,61,1
812,1,1,0,1,0,1,0,1,1,0,0,4,48,Female,42,1
813,1,1,0,1,0,1,1,1,0,0,0,5,12,Female,43,1
814,0,1,0,1,0,0,0,0,0,0,0,0,1,Female,44,1
815,0,0,0,1,1,1,0,1,1,0,0,2,48,Male,19,1
816,0,1,0,1,1,1,0,1,1,0,0,1,4,Female,53,1
817,1,1,0,1,0,1,1,1,0,0,0,2,4,Male,32,1
818,0,1,0,1,1,1,0,0,1,0,0,0,12,Female,52,1
819,0,1,0,1,0,1,1,0,0,0,1,-3,0,Male,60,0
820,0,1,0,1,1,1,0,0,1,0,0,-1,4,Female,53,0
821,0,1,0,1,1,1,1,0,0,0,1,-5,1,Female,33,0
822,1,0,1,0,0,0,0,0,1,1,0,5,12,Female,40,1
823,1,1,0,1,0,1,0,1,1,0,0,-2,1,Male,63,0
824,1,1,1,0,0,1,1,1,0,1,0,3,48,Male,47,1
825,1,1,0,1,0,1,0,1,0,0,0,3,12,Female,25,1
826,0,1,0,1,0,1,1,0,0,0,0,-3,4,Male,38,0
827,1,1,0,1,1,1,1,1,0,0,0,5,48,Female,28,1
828,0,1,0,1,1,1,0,0,1,1,0,0,1,Male,57,1
829,1,1,0,1,0,1,1,1,0,1,0,4,48,Female,56,1
830,1,1,0,1,1,1,0,1,1,0,0,3,4,Male,35,1
831,0,0,0,1,1,1,0,0,1,0,1,-3,1,Male,62,0
832,1,1,0,1,0,1,0,1,1,0,0,1,4,Female,37,1
833,0,1,0,1,1,1,1,0,0,1,0,1,48,Male,63,1
834,0,1,1,0,0,1,0,0,1,1,0,1,1,Male,57,1
835,0,1,0,1,1,1,1,0,0,0,0,-1,1,Female,53,0
836,0,1,0,1,1,1,1,0,0,0,1,2,48,Female,49,1
837,0,1,1,1,1,1,1,1,0,0,0,1,0,Male,56,1
838,0,1,1,1,0,1,1,1,0,0,0,1,12,Male,50,1
839,1,1,0,1,0,1,1,1,0,0,0,4,1,Female,59,1
840,1,1,0,1,0,1,1,1,0,1,0,5,12,Female,32,1
841,1,1,0,1,0,1,0,1,0,0,0,4,12,Female,44,1
842,0,1,0,1,1,1,0,0,1,0,0,1,12,Female,34,1
843,0,1,0,1,0,1,1,0,0,0,1,0,1,Female,51,1
844,1,1,0,1,1,1,1,1,0,0,0,1,12,Male,33,1
845,1,1,0,1,1,1,1,1,0,1,0,2,12,Female,36,1
846,1,1,0,1,1,1,0,1,1,1,0,3,96,Female,24,1
847,1,1,0,1,0,1,1,1,0,0,0,3,12,Female,42,1
848,0,1,0,1,1,1,0,0,1,0,1,-5,0,Male,45,0
849,0,1,0,1,1,1,0,0,1,0,1,0,4,Female,48,0
850,1,1,0,1,0,1,1,1,0,0,0,5,96,Female,34,1
851,1,1,0,1,0,1,1,1,0,0,0,5,48,Female,28,1
852,0,0,0,0,0,0,0,0,0,0,0,0,1,Female,55,1
853,1,1,0,1,1,1,1,1,0,1,0,2,4,Female,29,1
854,1,1,0,0,0,1,1,1,0,1,0,5,12,Female,40,1
855,1,1,0,1,1,1,0,1,1,0,0,0,4,Male,44,1
856,0,1,1,1,1,1,0,0,1,0,1,-5,1,Male,49,0
857,1,1,0,1,0,1,1,1,0,0,0,3,12,Male,29,1
858,1,1,0,1,1,1,1,1,0,0,0,4,48,Male,40,1
859,0,0,0,1,0,1,1,0,1,0,0,3,96,Male,30,1
860,1,1,0,1,0,1,1,1,0,0,0,2,12,Male,34,1
861,1,1,1,1,1,1,1,1,0,0,0,1,4,Male,60,1
862,0,1,0,1,0,1,1,1,0,0,0,2,12,Male,66,1
863,1,1,0,0,0,1,0,1,1,1,0,3,4,Male,51,1
864,0,0,0,1,1,1,1,0,0,0,1,-5,1,Male,44,0
865,1,1,0,0,0,1,1,1,0,1,0,3,1,Male,64,1
866,1,1,0,0,0,1,1,0,1,1,0,3,4,Female,37,1
867,0,0,0,1,1,0,0,0,1,0,1,-5,0,Male,51,0
868,1,1,0,1,0,1,1,1,0,0,0,4,48,Male,30,1
869,0,1,1,1,1,1,1,0,0,1,1,-4,1,Male,53,0
870,0,0,0,1,1,0,1,1,0,0,0,1,12,Male,48,1
871,0,1,0,1,1,1,0,0,1,0,0,-2,1,Female,67,0
872,0,1,0,1,1,1,0,0,1,0,1,-5,0,Male,39,0
873,1,1,0,1,0,1,1,1,0,1,0,3,4,Female,67,1
874,0,1,0,1,1,1,0,0,0,0,1,-3,0,Male,61,0
875,0,1,0,1,0,0,0,1,1,0,0,2,4,Male,57,1
876,0,1,0,1,0,0,1,0,0,0,1,-5,1,Male,64,0
877,0,1,0,1,1,1,1,1,0,0,1,-4,1,Female,64,0
878,1,1,0,1,1,1,1,1,1,1,0,4,48,Female,34,1
879,1,1,1,1,1,1,1,1,1,1,0,4,48,Male,45,1
880,1,1,0,1,0,1,1,1,0,0,0,3,12,Male,34,1
881,0,1,0,1,1,1,1,0,0,0,1,-5,1,Male,67,0
882,0,0,0,1,0,1,0,0,0,0,1,-5,0,Female,38,0
883,1,1,0,1,1,1,1,1,1,0,0,2,48,Male,22,1
884,1,1,1,0,0,1,1,1,0,0,0,5,48,Female,57,1
885,1,1,0,0,0,1,1,1,0,0,0,2,4,Female,65,1
886,0,1,0,1,1,1,0,0,0,0,0,-2,1,Male,63,0
887,0,1,0,1,1,1,0,0,1,0,1,0,1,Male,49,0
888,0,1,0,1,1,1,1,0,0,0,1,-2,1,Male,36,0
889,0,0,1,1,1,0,0,0,0,1,1,-1,0,Female,60,0
890,0,1,0,1,1,1,0,0,1,0,1,-3,1,Female,62,0
891,1,1,0,1,0,1,1,1,1,0,0,5,48,Male,55,1
892,1,1,0,1,0,1,0,1,0,0,0,3,12,Female,41,1
893,0,1,0,1,1,1,0,0,1,0,1,-2,96,Male,46,0
894,1,1,0,1,0,1,1,1,0,0,0,3,12,Female,51,1
895,1,1,0,0,0,1,0,1,0,1,0,5,4,Female,61,1
896,1,1,0,1,0,1,0,1,1,1,0,3,48,Female,38,1
897,0,1,0,1,1,1,0,0,1,0,1,-4,0,Female,59,0
898,1,1,0,0,0,1,0,1,0,1,0,4,12,Male,36,1
899,0,1,0,1,1,1,1,0,0,0,0,0,0,Female,62,1
900,0,1,1,1,1,1,0,1,1,0,0,0,12,Male,58,1
901,1,1,0,1,1,1,1,1,0,0,0,4,48,Female,23,1
902,0,1,0,1,0,1,0,0,1,0,1,-5,4,Female,50,0
903,1,1,0,1,0,1,0,1,1,0,0,4,12,Female,25,1
904,0,1,0,1,0,1,1,1,0,0,0,1,12,Male,55,1
905,0,1,0,1,1,1,1,0,1,0,1,-5,1,Male,48,0
906,0,0,0,1,0,1,0,0,0,0,1,-5,0,Female,62,0
907,1,1,0,1,0,1,1,1,0,0,0,2,4,Female,61,1
908,1,1,0,1,1,1,0,1,1,0,0,4,96,Female,32,1
909,0,1,0,0,0,1,1,0,0,1,0,0,4,Male,49,1
910,1,1,1,1,1,1,1,1,1,1,1,3,12,Male,20,1
911,0,1,0,1,1,1,0,0,1,0,1,1,4,Female,43,1
912,0,0,0,0,0,1,1,0,0,0,0,-5,0,Female,63,0
913,1,1,0,0,0,1,1,1,0,1,0,4,12,Female,60,1
914,0,1,0,1,0,1,1,0,0,0,0,1,1,Female,68,1
915,1,1,0,1,0,1,1,1,0,0,0,3,12,Male,64,1
916,0,1,0,1,1,1,1,0,0,0,1,-5,1,Male,57,0
917,1,1,0,0,0,1,1,1,0,0,0,4,12,Male,71,1
918,1,1,0,1,1,1,1,1,0,0,1,3,4,Female,30,1
919,1,1,0,0,0,1,1,1,0,1,0,5,96,Male,61,1
920,1,0,0,0,0,1,1,1,0,0,0,1,12,Female,55,1
921,1,1,0,0,0,1,0,0,1,0,0,-3,12,Male,53,0
922,1,1,0,1,0,1,0,1,1,0,0,4,4,Male,45,1
923,1,1,0,1,0,1,1,1,0,0,0,3,12,Male,41,1
924,1,1,0,1,1,1,0,1,1,1,0,3,4,Male,30,1
925,0,1,0,1,0,1,1,0,0,0,0,2,48,Female,42,1
926,1,1,0,0,0,1,1,1,0,0,0,3,48,Female,22,1
927,1,1,0,1,0,1,1,1,0,0,0,3,4,Female,46,1
928,1,1,0,1,0,1,0,1,0,0,0,5,12,Male,43,1
929,1,1,0,0,0,1,1,1,0,1,0,5,12,Female,33,1
930,1,1,0,1,1,1,1,1,0,0,0,-2,0,Female,19,0
931,1,1,0,1,1,1,0,1,1,0,0,4,12,Male,24,1
932,0,1,0,1,1,1,1,0,1,0,1,-4,1,Male,58,0
933,0,1,0,1,0,1,0,0,1,0,0,0,4,Male,59,1
934,1,1,0,1,0,1,1,1,0,0,0,3,12,Female,31,1
935,0,1,0,1,1,1,0,0,1,0,0,2,12,Female,37,1
936,0,1,1,1,1,1,1,1,0,0,0,2,12,Male,56,1
937,0,1,0,1,1,1,1,1,0,0,0,-2,4,Male,52,0
938,0,0,0,1,1,1,1,0,0,0,1,-5,0,Male,36,0
939,1,1,0,1,1,1,1,1,0,1,0,4,12,Female,25,1
940,1,1,0,1,1,1,0,1,0,0,1,0,1,Male,20,1
941,1,0,0,1,1,1,0,1,1,0,0,4,12,Female,21,1
942,1,1,0,1,1,1,0,0,1,0,0,-2,48,Female,59,0
943,0,1,0,1,0,1,1,0,0,0,0,-4,1,Female,51,0
944,0,1,0,1,0,1,1,1,0,0,0,2,12,Female,50,1
945,0,1,0,1,0,1,1,0,0,0,0,0,4,Male,63,1
946,1,1,0,1,0,1,1,1,0,0,0,1,4,Female,25,1
947,0,1,0,1,0,1,1,1,0,0,0,1,12,Male,51,1
948,0,1,0,1,1,1,1,1,0,0,0,-1,1,Female,36,0
949,1,1,0,1,1,1,0,1,1,0,0,3,12,Female,31,1
950,0,1,0,1,0,1,1,0,0,0,0,1,12,Male,26,1
951,0,0,0,0,0,0,0,0,0,0,1,-5,1,Male,30,0
952,1,1,0,1,0,1,1,1,0,0,0,2,12,Female,37,1
953,1,1,0,1,1,1,0,0,0,0,1,-1,4,Male,30,0
954,1,1,0,1,1,1,1,1,0,1,0,4,12,Female,30,1
955,0,1,1,0,0,1,0,1,1,0,0,4,4,Female,55,1
956,0,1,0,1,1,1,1,0,0,0,0,1,12,Female,19,1
957,1,1,0,0,0,1,1,1,0,1,0,5,96,Female,23,1
958,0,1,0,1,1,1,1,0,0,0,1,-4,4,Female,26,0
959,0,1,0,1,0,1,1,0,0,0,0,-1,1,Female,59,0
960,1,1,0,0,0,1,0,1,1,1,0,4,48,Male,23,1
961,1,1,0,1,1,1,0,1,0,0,0,4,12,Male,30,1
962,1,1,0,1,1,1,1,1,0,0,0,3,4,Female,18,1
963,0,1,0,0,1,1,1,1,0,0,1,0,1,Male,51,1
964,0,0,0,1,1,1,0,0,1,0,1,2,1,Male,35,1
965,1,1,0,1,1,1,0,1,1,0,1,3,48,Female,43,1
966,0,1,0,1,1,1,0,1,0,0,0,0,1,Female,56,1
967,0,1,0,1,0,1,0,0,1,0,0,2,48,Male,53,1
968,0,1,0,1,1,1,1,0,0,0,0,-3,4,Female,47,0
969,1,1,0,1,1,1,0,1,0,0,0,2,4,Male,65,1
970,0,1,0,1,0,1,0,0,0,0,0,0,0,Male,51,1
971,1,1,0,1,0,1,0,1,1,0,0,2,12,Female,33,1
972,1,1,0,1,1,1,0,1,1,0,0,0,0,Male,61,1
973,1,1,0,1,0,1,1,1,0,0,0,0,12,Female,33,1
974,1,1,0,1,1,1,1,1,0,1,0,0,12,Male,25,1
975,0,1,0,1,1,1,1,1,1,0,1,-5,0,Male,36,0
976,1,1,0,1,0,1,1,1,0,1,0,5,12,Male,47,1
977,1,1,1,1,0,1,1,1,0,1,0,2,12,Female,59,1
978,1,1,0,1,1,1,0,0,1,0,1,-4,1,Female,37,0
979,1,1,1,1,1,1,1,1,0,0,0,0,12,Male,22,1
980,0,1,0,1,1,1,1,0,0,0,1,-3,4,Male,48,0
981,1,1,0,1,0,1,1,1,0,0,1,2,1,Male,70,1
982,0,0,0,1,1,1,1,0,1,0,1,-5,0,Male,51,0
983,0,1,0,1,0,1,1,0,0,0,0,3,12,Female,23,1
984,1,1,1,1,1,1,1,1,1,1,0,5,4,Female,28,1
985,1,1,0,1,1,1,0,1,1,0,1,4,48,Male,39,1
986,0,1,0,0,0,1,0,1,0,1,0,4,4,Female,62,1
987,1,1,0,1,0,1,0,1,1,0,0,5,48,Female,25,1
988,1,1,0,1,1,1,0,0,1,0,0,2,4,Female,27,1
989,0,1,0,0,0,1,0,0,0,0,0,-2,4,Female,59,0
990,0,1,1,1,1,1,1,0,0,0,0,-3,4,Male,65,0
991,0,0,0,0,0,0,0,1,1,0,0,-4,4,Female,54,0
992,1,1,0,1,0,1,1,1,0,1,0,3,4,Male,64,1
993,1,1,0,0,0,1,0,1,0,0,0,2,12,Female,49,1
994,1,1,0,1,1,1,1,1,1,0,0,5,96,Female,22,1
995,1,1,0,1,1,1,1,1,0,0,0,3,12,Male,35,1
996,1,1,0,1,1,1,0,1,1,0,0,4,96,Female,41,1
997,1,1,0,1,0,1,1,1,1,1,1,1,4,Male,32,1
998,1,1,0,1,1,1,0,1,0,0,0,5,48,Female,24,1
999,1,1,0,0,0,1,1,1,0,1,0,5,48,Female,52,1
1000,0,0,0,1,1,1,0,0,1,0,1,-5,1,Male,44,0
1001,1,1,0,1,0,1,1,1,0,0,0,4,12,Female,38,1
1002,1,1,0,1,1,1,1,1,0,0,0,3,48,Female,43,1
1003,1,1,0,1,1,1,1,1,0,0,0,1,1,Female,32,1
1004,0,1,0,1,0,1,0,0,1,0,0,-1,4,Male,38,0
1005,0,1,0,1,1,1,1,0,0,0,0,0,0,Female,63,1
1006,1,1,0,1,0,1,0,1,0,1,0,3,4,Female,46,1
1007,1,1,0,1,0,1,0,1,0,0,1,3,4,Female,29,1
1008,0,0,0,1,1,0,0,0,1,0,1,-5,0,Female,61,0
1009,1,1,0,1,1,0,0,0,1,0,0,2,4,Male,47,1
1010,1,1,0,1,1,1,0,1,1,0,0,3,12,Male,31,1
1011,0,1,0,0,0,1,1,1,0,1,0,3,48,Male,35,1
1012,1,1,0,1,0,1,1,1,0,0,0,3,4,Male,64,1
1013,1,1,0,1,1,1,1,1,0,0,0,2,12,Female,26,1
1014,0,1,1,1,1,1,1,0,0,0,0,-1,1,Female,55,0
1015,1,1,0,1,1,1,1,1,0,0,0,3,96,Female,46,1
1016,1,1,0,0,0,1,1,1,0,0,0,5,12,Male,52,1
1017,0,1,0,1,1,1,0,0,1,0,1,-5,0,Female,50,0
1018,1,1,0,1,1,1,1,1,0,0,0,3,12,Male,33,1
1019,1,1,0,1,0,1,1,1,0,0,0,5,12,Female,30,1
1020,0,1,0,1,0,1,0,0,0,0,0,3,48,Female,46,1
1021,0,1,0,1,0,1,1,0,0,0,1,0,1,Female,60,1
1022,1,1,0,1,0,0,1,1,0,0,0,3,96,Male,27,1
1023,1,1,0,1,0,1,1,1,0,0,0,2,4,Female,51,1
1024,1,1,0,0,0,1,1,1,0,1,0,4,12,Female,41,1
1025,1,1,0,1,0,1,1,1,0,0,0,2,12,Female,67,1
1026,0,0,0,1,1,0,0,0,1,0,1,-5,0,Female,63,0
1027,1,1,0,1,0,1,0,1,0,1,0,3,4,Female,65,1
1028,0,1,0,1,1,0,0,0,1,0,1,0,12,Male,59,1
1029,1,1,0,1,1,1,0,1,1,0,0,0,1,Female,34,1
1030,0,1,0,1,1,1,1,1,0,0,0,0,1,Female,34,1
1031,1,1,0,1,1,1,1,1,0,0,0,4,48,Female,53,1
1032,1,1,0,1,0,1,1,1,0,1,0,2,48,Female,31,1
1033,1,1,0,0,0,1,1,1,0,1,0,5,12,Female,58,1
1034,1,1,0,0,0,1,1,1,0,0,0,2,48,Male,39,1
1035,1,1,1,1,0,1,1,1,0,0,0,4,12,Male,66,1
1036,1,1,0,1,0,1,1,1,0,0,0,0,12,Male,55,1
1037,1,1,0,1,0,1,0,1,1,0,0,5,12,Female,28,1
1038,1,1,0,1,1,0,0,1,1,0,1,-5,12,Female,34,0
1039,1,1,0,1,0,1,0,1,1,0,0,4,12,Male,24,1
1040,1,1,1,0,0,1,1,0,0,1,0,0,4,Female,59,1
1041,1,1,0,0,0,1,1,1,0,1,0,3,4,Female,67,1
1042,0,1,0,1,1,1,1,0,0,0,1,1,12,Female,52,1
1043,0,1,0,1,0,1,0,1,1,0,0,2,48,Male,41,1
1044,1,1,0,1,0,1,1,1,0,1,0,5,12,Female,37,1
1045,1,1,0,1,1,1,1,1,0,0,0,5,48,Male,18,1
1046,1,1,0,0,0,1,1,1,0,1,0,4,48,Male,63,1
1047,1,1,1,1,1,1,1,1,0,0,0,4,48,Male,24,1
1048,1,1,0,0,0,1,1,1,0,0,0,5,96,Male,57,1
1049,1,1,0,1,0,1,1,1,0,0,0,0,12,Male,40,1
1050,1,1,0,1,1,1,0,1,1,0,0,2,12,Male,20,1
1051,1,1,0,1,1,1,0,1,0,0,0,1,4,Male,55,1
1052,1,1,0,1,1,1,0,1,1,1,0,2,1,Female,18,1
1053,1,1,0,1,0,0,0,0,1,0,0,1,12,Male,42,1
1054,0,1,0,1,0,1,1,0,1,0,1,-4,1,Female,47,0
1055,0,1,0,1,0,1,0,0,1,0,0,3,4,Male,40,1
1056,1,1,0,1,0,1,1,1,0,1,0,3,12,Female,35,1
1057,1,1,0,1,1,1,1,0,0,0,0,1,12,Male,64,1
1058,0,1,0,1,1,0,1,1,0,0,1,-2,4,Female,50,0
1059,1,1,0,0,0,1,1,1,0,1,0,5,48,Female,55,1
1060,0,0,0,1,1,1,1,0,0,0,1,-4,0,Female,64,0
1061,0,1,0,1,1,1,0,0,1,0,1,-4,1,Female,49,0
1062,1,1,0,0,0,0,0,1,1,0,0,0,4,Male,49,1
1063,0,1,0,1,0,1,1,0,0,0,0,3,48,Female,49,1
1064,0,1,0,1,1,1,0,0,1,0,1,-4,4,Male,50,0
1065,1,1,0,1,0,1,0,1,1,1,0,0,1,Male,65,1
1066,0,1,1,1,1,1,0,0,1,0,1,-5,48,Male,49,0
1067,1,1,0,1,1,1,1,1,0,0,0,4,12,Male,36,1
1068,1,1,0,1,1,1,0,1,1,1,0,4,96,Female,31,1
1069,1,1,0,1,1,1,1,1,0,0,0,5,48,Female,25,1
1070,1,1,0,1,0,1,1,1,0,0,0,3,12,Male,51,1
1071,0,1,0,1,0,0,0,0,1,0,0,1,48,Male,41,1
1072,0,1,0,1,1,1,1,0,0,0,0,-1,1,Female,58,0
1073,0,1,1,1,0,1,1,1,0,0,0,0,12,Male,69,1
1074,1,1,0,1,0,1,1,1,0,0,0,3,48,Female,22,1
1075,1,1,0,1,0,1,0,1,1,0,0,5,12,Male,39,1
1076,0,1,0,1,1,0,1,0,0,0,0,-2,12,Female,58,0
1077,0,1,0,0,1,0,0,0,1,0,0,-1,12,Male,47,0
1078,0,1,0,1,0,1,0,1,1,0,0,1,48,Male,62,1
1079,1,1,0,1,0,1,1,1,0,0,0,3,12,Male,49,1
1080,0,1,1,1,0,1,1,1,0,0,0,-3,1,Female,65,0
1081,1,1,0,1,0,1,1,1,0,1,0,5,48,Female,39,1
1082,0,1,0,1,1,0,1,0,0,0,1,-3,1,Female,33,0
1083,1,1,0,1,0,0,0,1,1,0,0,4,48,Male,33,1
1084,0,1,0,1,0,1,0,1,1,0,0,1,12,Male,64,1
1085,0,1,0,1,1,1,1,1,0,0,0,-2,1,Male,18,0
1086,1,1,0,1,0,1,1,1,0,1,0,1,12,Male,67,1
1087,0,1,0,1,0,1,0,0,1,0,1,-5,1,Female,62,0
1088,0,1,0,1,1,1,1,1,0,0,0,-4,0,Female,56,0
1089,0,1,0,1,1,0,1,1,0,1,0,-5,12,Female,36,0
1090,0,1,0,1,0,0,0,1,0,1,0,1,1,Male,68,1
1091,1,1,0,0,0,1,0,1,0,1,0,3,12,Female,42,1
1092,1,1,0,1,0,0,0,1,1,0,0,2,48,Male,39,1
1093,1,1,0,1,1,1,1,1,0,0,0,3,12,Female,24,1
1094,1,1,0,1,1,1,0,1,1,0,0,4,48,Female,38,1
1095,1,1,0,0,0,1,0,1,1,0,0,5,48,Male,52,1
1096,1,1,0,0,0,1,1,1,0,1,0,2,48,Female,43,1
1097,0,1,0,1,0,1,1,0,0,0,0,0,4,Male,57,1
1098,0,1,1,1,1,1,1,0,0,0,0,-4,1,Female,59,0
1099,0,0,0,1,0,0,0,1,0,0,1,-5,0,Female,57,0
1100,1,1,0,1,0,1,1,1,0,0,0,0,4,Male,43,1
1101,1,1,0,1,1,1,1,1,0,1,0,5,48,Female,25,1
1102,1,1,0,1,0,1,1,1,0,1,0,2,4,Female,61,1
1103,1,1,0,1,1,1,0,1,1,0,0,5,12,Female,25,1
1104,0,0,0,1,1,1,0,0,1,0,1,-5,1,Female,70,0
1105,0,1,0,1,1,1,1,0,0,0,0,2,4,Male,54,1
1106,1,1,1,1,0,1,1,1,0,0,0,5,4,Male,60,1
1107,0,1,0,1,1,1,0,0,0,0,0,-4,1,Male,59,0
1108,0,0,0,1,1,0,0,0,1,0,1,-5,0,Male,66,0
1109,1,1,0,1,0,0,1,0,0,1,0,4,48,Male,51,1
1110,1,1,0,1,0,1,0,1,1,0,0,1,12,Female,57,1
1111,0,1,0,1,1,1,1,0,0,0,0,2,4,Female,61,1
1112,1,1,0,1,1,0,0,1,1,1,0,3,12,Female,31,1
1113,1,1,0,1,1,1,0,1,1,0,0,2,48,Male,27,1
1114,1,1,0,1,1,1,1,1,0,0,0,3,48,Male,36,1
1115,0,1,0,1,1,1,0,0,1,0,1,-5,0,Female,45,0
1116,0,1,0,1,1,1,1,0,0,0,1,-3,4,Female,53,0
1117,0,1,0,0,0,1,1,1,0,1,0,3,1,Female,42,1
1118,0,1,0,1,1,1,1,1,0,0,0,0,1,Female,50,1
1119,0,1,0,1,0,1,1,0,0,0,1,2,12,Female,51,1
1120,0,0,0,1,1,1,0,0,1,0,1,-4,0,Male,36,0
1121,1,1,0,1,0,1,0,1,0,0,0,-1,96,Female,55,0
1122,0,1,0,1,1,1,0,1,0,0,0,0,4,Male,67,1
1123,1,1,0,0,0,1,1,1,0,0,0,0,12,Male,56,1
1124,0,1,0,1,1,1,1,0,0,0,0,0,1,Female,70,1
1125,0,0,1,1,1,1,1,1,0,0,1,-5,1,Female,58,0
1126,0,0,0,1,1,1,0,0,1,0,1,-5,0,Male,44,0
1127,0,1,0,1,0,1,1,0,1,0,0,-5,1,Female,52,0
1128,1,1,0,1,1,1,1,0,0,0,0,-3,1,Female,61,0
1129,1,1,0,1,0,1,1,1,0,0,0,3,12,Female,33,1
1130,1,1,0,1,1,1,1,1,0,0,0,4,12,Female,30,1
1131,0,0,0,1,1,0,0,0,1,0,1,-5,4,Male,37,0
1132,1,1,0,1,1,1,0,1,1,0,0,3,4,Male,26,1
1133,0,1,1,1,0,1,0,0,1,0,0,0,1,Female,65,1
1134,1,1,0,1,0,1,1,1,0,0,0,5,12,Female,38,1
1135,1,1,0,1,0,1,1,1,0,0,0,1,48,Female,29,1
1136,0,1,1,1,0,1,0,0,1,0,1,-5,0,Female,62,0
1137,0,1,0,1,0,1,1,1,0,0,0,4,48,Male,21,1
1138,0,1,0,1,0,1,1,0,0,0,0,-3,1,Female,35,0
1139,1,0,0,1,1,1,1,1,1,0,1,5,4,Male,27,1
1140,0,0,0,1,1,1,0,0,1,0,1,-5,0,Male,19,0
1141,1,1,0,1,1,1,0,1,0,0,0,5,4,Male,29,1
1142,1,1,0,1,0,1,0,0,1,0,0,3,48,Male,29,1
1143,1,1,0,1,1,1,1,1,0,0,0,4,48,Male,29,1
1144,1,1,0,1,0,1,1,1,0,0,0,3,48,Female,31,1
1145,1,1,0,1,1,1,1,1,0,0,0,1,12,Female,55,1
1146,1,1,0,1,1,1,1,1,0,0,0,2,4,Male,36,1
1147,0,1,0,1,1,1,1,1,0,0,1,1,1,Female,48,1
1148,1,1,0,1,1,1,1,1,0,0,0,2,4,Female,23,1
1149,1,1,0,1,1,1,1,1,0,0,0,5,12,Male,35,1
1150,0,1,0,1,0,1,1,0,0,0,1,0,0,Male,29,1
1151,0,1,0,1,1,1,1,1,0,0,1,0,4,Female,52,1
1152,1,1,0,1,1,1,1,1,0,0,0,4,48,Male,32,1
1153,0,1,0,1,0,1,1,0,0,0,0,3,48,Female,39,1
1154,1,1,0,1,0,1,1,1,0,0,0,3,12,Female,55,1
1155,1,1,0,1,0,1,1,1,0,0,0,1,48,Male,41,1
1156,0,1,0,1,1,1,1,0,0,0,1,-5,0,Female,55,0
1157,1,1,0,1,0,1,1,1,0,0,0,5,12,Female,29,1
1158,1,1,0,0,0,1,1,1,0,1,0,3,48,Male,35,1
1159,1,1,0,0,0,1,1,1,1,1,0,5,48,Male,44,1
1160,0,1,0,1,0,1,1,1,0,1,0,1,4,Female,60,1
1161,1,1,0,1,0,1,0,1,1,0,0,5,12,Female,40,1
1162,0,1,1,1,1,1,0,0,0,0,0,-5,1,Female,45,0
1163,0,1,0,1,1,1,1,0,0,0,0,-2,1,Female,37,0
1164,1,1,0,0,0,1,1,1,1,1,0,5,48,Male,30,1
1165,1,1,0,1,0,1,0,1,0,0,0,1,12,Male,53,1
1166,0,1,0,1,1,1,0,0,1,0,1,-5,12,Male,33,0
1167,0,1,0,1,0,1,0,0,0,0,0,-1,4,Male,37,0
1168,1,1,0,1,1,1,1,1,0,0,0,4,12,Male,33,1
1169,1,1,0,1,0,0,1,1,0,1,0,5,48,Female,37,1
1170,1,1,0,1,1,1,0,0,0,0,0,1,4,Male,57,1
1171,0,0,0,1,1,1,1,0,0,0,1,-5,0,Female,53,0
1172,1,1,0,1,0,1,0,1,0,1,0,3,96,Female,46,1
1173,0,1,0,1,1,1,0,1,1,0,1,0,4,Male,62,1
1174,1,1,0,1,0,1,1,1,0,0,0,5,12,Female,53,1
1175,0,1,0,1,0,1,1,0,0,0,1,-1,1,Male,53,0
1176,1,1,0,1,1,1,1,1,0,1,0,4,12,Female,35,1
